"","ProcessName","Metric","Description","Units","Value","StdDev","ProcessGroup"
"618","Vacuum Membrane Distillation","NH3-NH4 recovery efficiency","Of vacuum MD from urine: ammonia (minimum)","%",68.6666666666667,21.7428149051589,"Membrane distillation"
"619","Vapor phase catalytic ammonia removal (VAPCAR or VPCAR)","Effluent NO3 concentration","Effluent nitrate concentration, average of 4 data points (run not specified)","mg/L N",0.0903154428117778,0,"Oxidation Processes"
"620","Vapor phase catalytic ammonia removal (VAPCAR or VPCAR)","Effluent NO2 concentration","Effluent nitrite concentration, average of 4 data points (run not specified)","mg/L N",0.608629496793827,0,"Oxidation Processes"
"621","Vapor phase catalytic ammonia removal (VAPCAR or VPCAR)","Effluent PO4 concentration","Effluent phosphate concentration, average of 4 data points (run not specified)","mg/L P",0.195658903627829,0,"Oxidation Processes"
"622","Vapor phase catalytic ammonia removal (VAPCAR or VPCAR)","Effluent NH3-NH4 concentration","Effluent ammonium concentration, Day 6 of test run 3","mg/L N",2.0965075669383,0,"Oxidation Processes"
"623","Vertical Algal Biofilm Enhanced Raceway","NH3-NH4 removal efficiency","Removal efficiency of NH4-N in wastewater-A (primary effluent) maximum happened at the distance of 6 cm). primary effluent was was prepared based on the primary settled sewage composition from Long Wang Zui Wastewater treatment plant: Ratio of difference between the initial concentration and the treated concentration to the initial concentration","%",98.605,0.958575331765479,"Hybrid Suspended/Biofilm Algae"
"624","Vertical Algal Biofilm Enhanced Raceway","TN removal efficiency","Removal efficiency of TN in primary effluent (maximum happened at the distance of 6 cm): Ratio of difference between the initial concentration and the treated concentration to the initial concentration","%",85.53,4.07907669291295,"Hybrid Suspended/Biofilm Algae"
"625","Vertical Algal Biofilm Enhanced Raceway","NO3 removal efficiency","Removal efficiency of NO3-N in primary effluent (maximum happened at the distance of 6 cm): Ratio of difference between the initial concentration and the treated concentration to the initial concentration","%",82.21,0.403484820034462,"Hybrid Suspended/Biofilm Algae"
"626","Vertical Algal Biofilm Enhanced Raceway","TP removal efficiency","Removal efficiency of TP in primary effluent (maximum happened at the distance of 6 cm): Ratio of difference between the initial concentration and the treated concentration to the initial concentration","%",96.1,2.0475676627,"Hybrid Suspended/Biofilm Algae"
"627","Water-Sparged Aerocyclone Reactor Stripping and Absorption","NH3-NH4 removal efficiency","Ammonia; After 4 hours of stripping time with influent concentrations of 1200 to 5459 mg/L","%",97,0,"Stripping and Absorption"
